id;latitude;longitude;name;number;address;total_bases
114;40.4273005;-3.6706024;Mártires Concepcionistas;108;Calle Mártires Concepcionistas nº 2;27
115;40.4300481;-3.6816402000000004;Marqués de Salamanca;109;Calle José Ortega y Gasset nº 30;24
116;40.4344969;-3.7206892999999996;Moncloa;110;Paseo de Moret nº 2;24
117;40.4337322;-3.7175434999999997;Arcipreste de Hita A;111a;Calle Arcipreste de Hita nº 12;24
118;40.4337036;-3.7175114999999996;Arcipreste de Hita B;111b;Calle Arcipreste de Hita nº 12;24
119;40.432599100000004;-3.7246532;Paseo de Moret;112;Paseo de Moret nº 11;24
120;40.427657;-3.7205129;Pintor Rosales;113;Paseo del Pintor Rosales nº 38;24
121;40.4277456;-3.7174157999999995;Quintana;114;Calle Quintana nº 11-13;24
122;40.425394399999995;-3.7170447999999996;Ferraz;115;Calle Evaristo San Miguel nº 2;24
123;40.42402;-3.7116029999999998;Plaza de España A;116a;Plaza de España;24
124;40.42412;-3.711703;Plaza de España B;116b;Plaza de España;24
125;40.4309797;-3.7188898;Altamirano;117;Calle Altamirano nº 24;24
126;40.400781;-3.6882406999999997;Juan Martín;118;Calle Juan Martín el Empecinado nº 14;24
127;40.4013216;-3.6863218;Méndez Álvaro;119;Calle Méndez Álvaro nº 11;24
128;40.4032208;-3.6944767999999995;Palos de la Frontera;120;Calle Palos de la Frontera nº 40;24
129;40.4017926;-3.6987665;Santa María de la Cabeza;121;Paseo de Santa María de la Cabeza nº 58;24
130;40.4295863;-3.6963983;Santa Engracia 14;122;Calle Santa Engracia nº 14;24
131;40.4306458;-3.7133412000000003;Guzmán el Bueno;123;Calle Guzmán el Bueno nº 2;24
169;40.430952399999995;-3.6993465;Manuel Silvela;124;Calle Manuel Silvela nº 20;24
164;40.435285;-3.6948626000000004;General Martínez Campos ;125;Calle Fernández de la Hoz nº 29;24
163;40.434473100000005;-3.7015686000000003;General Álvarez de Castro;126;Calle del General Álvarez de Castro nº 2;24
168;40.4338516;-3.708439;Fernando el Católico;127;Calle Fernando el Católico nº 19;24
160;40.438994;-3.7154328999999997;Cea Bermúdez;128;Calle Cea Bermúdez nº 59;27
161;40.4385316;-3.6982209000000004;José Abascal;129;Calle José Abascal nº 33;24
157;40.441386;-3.7016321000000003;Santa Engracia 127;130;Calle Santa Engracia nº 127;20
156;40.4412115;-3.7039582;Bravo Murillo 44;131;Calle Bravo Murillo nº 44;24
149;40.4463667;-3.7036675000000003;Glorieta de los Cuatro Caminos;132;Calle Santa Engracia nº 168;24
150;40.447125;-3.7001669;Raimundo Fernández;133;Calle Raimundo Fernández Villaverde nº 33-35;24
153;40.4440297;-3.6956047;Agustín de Betancourt;134;Calle María de Guzmán nº 58;24
158;40.4415974;-3.6927821000000005;Plaza de San Juan de la Cruz;135;Plaza de San Juan de la Cruz nº 11;24
151;40.4453307;-3.690861;Castellana 106;136;Paseo de la Castellana nº 106;24
152;40.445411;-3.6853312000000007;Plaza de la República Argentina;137;Plaza de la República Argentina nº 6-7;24
154;40.445741399999996;-3.6917932;Paseo de la Castellana con Raimundo Fernández;138;Paseo de la Castellana nº 67;24
159;40.4396792;-3.6907784;José Gutiérrez Abascal ;139;Calle José Gutiérrez Abascal nº 2;24
162;40.4379444;-3.682862;Velázquez 130;140;Calle Velázquez nº 130;24
165;40.4355143;-3.6892367999999993;Pº Castellana - Glorieta de Emilio Castelar;141;Paseo de la Castellana nº 43;12
167;40.43340870000001;-3.6879154;Castellana 42;142;Paseo de la Castellana nº 42;24
166;40.4345973;-3.678492;Diego de León 52;143;Calle Diego de León nº 52;24
170;40.4323655;-3.6758555;Juan Bravo 50;144;Calle Juan Bravo nº 50;24
171;40.429887;-3.6712822999999997;Ortega y Gasset 87;145;Calle Ortega y Gasset nº 87;24
155;40.4442258;-3.6787169;María Francisca 1;146;Calle María Francisca nº 1;18
148;40.4483269;-3.6797296000000004;Doctor Arce 45;147;Avenida del Doctor Arce nº 45;24
144;40.4510188;-3.6817962;Serrano 210;148;Calle Serrano nº 210;24
146;40.449861299999995;-3.6881689;Paseo de la Habana 42;149;Paseo de la Habana nº 42;24
147;40.4488924;-3.6905604;Castellana frente a Hermanos Pinzón;150;Paseo de la Castellana nº 124;24
145;40.4480662;-3.695286;Orense 12;151;Calle Orense nº 12;24
142;40.4527164;-3.6990077000000006;General Perón 1;152;Avenida del General Perón nº 1-4;24
143;40.4522938;-3.692651;General Perón con Poeta Joan Maragall;153;Avenida del General Perón nº 36;24
141;40.4548456;-3.6946218;Orense 36;154;Calle Orense nº 36;24
139;40.4572824;-3.7009675000000004;San Germán;155;Calle del General Yagüe nº 57;24
140;40.4592351;-3.691533;Sor Ángela de la Cruz;156;Calle Sor Ángela de la Cruz nº 2;24
137;40.4591366;-3.6894150999999997;Castellana 164;157;Paseo de la Castellana nº 164;24
138;40.458531799999996;-3.684715;Alberto Alcocer;158;Avenida de Alberto Alcocer nº 22;24
173;40.454385200000004;-3.6835926;Paseo de la Habana 63;159;Paseo de la Habana nº 63;24
172;40.457246600000005;-3.6763439;Colombia;160;Calle Colombia nº 7;24
132;40.4220812;-3.7218482;Paseo de la Florida;161;Paseo de la Florida nº 8;27
133;40.4034076;-3.7108108;Metro Pirámides;162;Paseo de los Olmos nº 28;24
134;40.4035988;-3.7064516000000003;Paseo de la Esperanza;163;Paseo de la Esperanza nº 2;21
136;40.39726160000001;-3.6945025;Paseo de las Delicias;164;Paseo de las Delicias nº 92-94;24
135;40.3919385;-3.6971828999999996;Entrada Matadero;165;Paseo de la Chopera nº 14;27
174;40.4138333;-3.7135833;Segovia 26;166;Calle Segovia, 26;24
175;40.413736;-3.717487;Segovia 45;167;Calle Segovia, 45;24
190;40.4186666;-3.6657777;Parque Roma;182;Sainz de Baranda, frente al nº 107;24
211;40.44175;-3.7144722000000003;San Francisco de Sales;203;General Ampudia, 2;24
